brand,category,color,Sum of current_price,Sum of customer_rating,is_returned,Sum of markdown_percentage,Sum of original_price,product_id,Year,Quarter,Month,Day,return_reason,season,size,Sum of stock_quantity
H&M,Shoes,Black,106.09,3,false,43.3,187.11,FB001309,2025,Qtr 3,August,6,"",Fall,XL,26
H&M,Shoes,Black,95.85,5,false,0,95.85,FB001757,2025,Qtr 1,February,15,"",Spring,XL,45
H&M,Shoes,Blue,50.86,5,false,55.3,113.79,FB000089,2024,Qtr 4,December,29,"",Spring,M,47
H&M,Shoes,Blue,63.12,3,false,0,63.12,FB000765,2024,Qtr 4,November,8,"",Spring,L,35
H&M,Shoes,Blue,70.28,5,false,0,70.28,FB001493,2025,Qtr 3,August,6,"",Summer,M,27
H&M,Shoes,Blue,35.69,4,false,57.1,83.2,FB001763,2025,Qtr 3,August,6,"",Winter,M,10
H&M,Shoes,Blue,162.91,2,false,16.2,194.4,FB001894,2025,Qtr 3,August,6,"",Winter,XL,36
H&M,Shoes,Blue,55.4,2,false,32,81.47,FB001952,2024,Qtr 3,September,1,"",Spring,S,2
H&M,Shoes,Blue,138.79,3,true,0,138.79,FB001517,2025,Qtr 3,August,6,Size Issue,Winter,L,16
H&M,Shoes,Blue,189.24,4,true,0,189.24,FB002060,2025,Qtr 3,August,6,Color Mismatch,Fall,L,25
H&M,Shoes,Brown,170.43,3,false,0,170.43,FB001180,2025,Qtr 3,August,6,"",Fall,XL,22
H&M,Shoes,Brown,146.6,4,false,14.9,172.27,FB001544,2025,Qtr 3,August,6,"",Fall,L,8
H&M,Shoes,Brown,53.34,5,false,55,118.53,FB001818,2025,Qtr 2,April,25,"",Spring,XXL,2
H&M,Shoes,Gray,109.76,5,false,0,109.76,FB000231,2025,Qtr 3,August,6,"",Summer,S,16
H&M,Shoes,Gray,85.54,3,false,0,85.54,FB000302,2025,Qtr 3,August,6,"",Fall,XXL,30
H&M,Shoes,Gray,91.28,5,false,25.2,122.03,FB001369,2025,Qtr 3,August,6,"",Summer,XL,21
H&M,Shoes,Gray,108.82,3,false,11.2,122.55,FB002070,2024,Qtr 4,October,2,"",Spring,XXL,23
H&M,Shoes,Green,87.07,5,false,18,106.18,FB000064,2025,Qtr 3,August,6,"",Summer,L,11
H&M,Shoes,Green,88.94,4,false,0,88.94,FB000254,2025,Qtr 3,August,6,"",Summer,XL,29
H&M,Shoes,Green,84.99,4,false,57.3,199.03,FB000807,2025,Qtr 3,August,6,"",Summer,S,37
H&M,Shoes,Green,87.32,5,false,50.1,174.99,FB000907,2025,Qtr 3,August,6,"",Fall,XXL,7
H&M,Shoes,Green,41.81,2,false,58.6,101,FB001192,2025,Qtr 3,July,4,"",Spring,S,44
H&M,Shoes,Green,147.52,4,false,0,147.52,FB001389,2025,Qtr 1,January,8,"",Spring,M,41
H&M,Shoes,Green,36.56,3,false,52.8,77.45,FB001940,2025,Qtr 3,August,6,"",Fall,M,6
H&M,Shoes,Green,104.19,5,false,0,104.19,FB001961,2025,Qtr 3,August,6,"",Summer,M,4
H&M,Shoes,Navy,183.15,5,false,0,183.15,FB000109,2025,Qtr 3,August,6,"",Fall,S,23
H&M,Shoes,Navy,110.94,4,false,42.1,191.61,FB000963,2025,Qtr 3,August,6,"",Summer,M,28
H&M,Shoes,Navy,189.44,2,false,1.3,191.94,FB001454,2025,Qtr 3,August,6,"",Fall,S,39
H&M,Shoes,Navy,82.65,5,false,0,82.65,FB001716,2025,Qtr 3,August,6,"",Fall,XXL,30
H&M,Shoes,Navy,118.02,3,false,15,138.85,FB001820,2025,Qtr 3,August,6,"",Summer,S,17
H&M,Shoes,Navy,62.5,2,true,0,62.5,FB000407,2025,Qtr 3,August,6,Changed Mind,Winter,XL,0
H&M,Shoes,Navy,110.54,3,true,0,110.54,FB001944,2025,Qtr 3,August,6,Size Issue,Summer,L,24
H&M,Shoes,Pink,96.7,3,false,0,96.7,FB000580,2025,Qtr 3,August,6,"",Summer,M,28
H&M,Shoes,Pink,88,2,false,0,88,FB000834,2025,Qtr 3,August,6,"",Winter,S,2
H&M,Shoes,Pink,172.41,3,false,0,172.41,FB000902,2025,Qtr 3,August,6,"",Fall,M,33
H&M,Shoes,Pink,64.4,5,false,0,64.4,FB000984,2025,Qtr 3,August,6,"",Fall,XL,40
H&M,Shoes,Purple,101.16,3,false,10.9,113.53,FB000124,2025,Qtr 3,August,6,"",Summer,S,40
H&M,Shoes,Purple,77.72,2,false,0,77.72,FB000531,2025,Qtr 3,August,6,"",Winter,S,48
H&M,Shoes,Purple,136.1,4,false,24.1,179.31,FB001668,2025,Qtr 3,July,13,"",Spring,XXL,0
H&M,Shoes,Purple,87.11,3,false,0,87.11,FB002130,2025,Qtr 3,August,6,"",Winter,M,36
H&M,Shoes,Purple,102.46,4,true,0,102.46,FB001239,2024,Qtr 4,December,17,Quality Issue,Spring,S,20
H&M,Shoes,Red,84.31,4,false,0,84.31,FB000105,2025,Qtr 3,August,6,"",Winter,S,10
H&M,Shoes,Red,56.3,3,false,10.1,62.62,FB001064,2025,Qtr 2,April,15,"",Spring,XL,32
H&M,Shoes,White,68.97,3,false,30.3,98.95,FB000572,2025,Qtr 3,August,6,"",Summer,S,16
H&M,Shoes,White,65.8,4,false,0,65.8,FB000596,2025,Qtr 3,August,6,"",Fall,L,46
H&M,Shoes,White,185.13,5,false,0,185.13,FB000599,2025,Qtr 2,May,9,"",Spring,L,49
H&M,Shoes,White,171.53,5,false,0,171.53,FB000856,2025,Qtr 3,August,6,"",Winter,S,12
H&M,Shoes,White,72.99,3,false,22.4,94.06,FB001134,2025,Qtr 3,August,6,"",Fall,XL,0
H&M,Shoes,White,155.66,4,false,0,155.66,FB001257,2025,Qtr 3,August,6,"",Winter,L,3
H&M,Shoes,White,161.1,2,false,8.8,176.64,FB001434,2025,Qtr 3,August,6,"",Summer,S,1
H&M,Shoes,White,178.56,3,false,0,178.56,FB002164,2025,Qtr 1,March,16,"",Spring,XL,46
H&M,Shoes,White,98.22,4,false,0,98.22,FB002168,2025,Qtr 3,August,6,"",Winter,S,27
Mango,Shoes,Beige,50.85,5,false,52.9,107.96,FB000457,2025,Qtr 3,August,6,"",Fall,S,2
Mango,Shoes,Beige,80.56,2,false,0,80.56,FB000904,2025,Qtr 3,August,6,"",Summer,S,7
Mango,Shoes,Beige,49.35,4,false,59.8,122.77,FB001376,2025,Qtr 3,August,6,"",Fall,M,33
Mango,Shoes,Beige,139.91,4,false,0,139.91,FB001737,2025,Qtr 3,August,6,"",Fall,S,9
Mango,Shoes,Black,112.5,5,false,0,112.5,FB000336,2025,Qtr 3,August,6,"",Winter,S,11
Mango,Shoes,Black,91.53,2,false,0,91.53,FB000439,2025,Qtr 3,August,6,"",Fall,L,8
Mango,Shoes,Black,94.49,3,false,31.7,138.35,FB000458,2025,Qtr 3,August,6,"",Summer,M,3
Mango,Shoes,Black,129.76,3,false,0,129.76,FB001452,2025,Qtr 3,August,6,"",Summer,XXL,39
Mango,Shoes,Black,111.88,5,false,0,111.88,FB001607,2025,Qtr 3,August,6,"",Winter,S,17
Mango,Shoes,Black,154.21,3,false,5.9,163.88,FB001743,2025,Qtr 3,August,6,"",Fall,XXL,39
Mango,Shoes,Black,72.47,4,false,31.6,105.95,FB002047,2025,Qtr 2,April,1,"",Spring,S,38
Mango,Shoes,Black,194.24,2,true,0,194.24,FB000158,2025,Qtr 3,August,6,Changed Mind,Summer,XXL,17
Mango,Shoes,Black,123.14,2,true,0,123.14,FB000539,2025,Qtr 3,August,6,Wrong Item,Winter,L,15
Mango,Shoes,Black,90.97,3,true,22.5,117.38,FB000697,2025,Qtr 3,August,6,Color Mismatch,Winter,S,42
Mango,Shoes,Black,110.1,4,true,0,110.1,FB001222,2025,Qtr 3,August,6,Changed Mind,Fall,M,13
Mango,Shoes,Black,89.12,3,true,0,89.12,FB002087,2025,Qtr 3,August,6,Damaged,Winter,M,27
Mango,Shoes,Blue,162.16,3,false,2.6,166.49,FB000060,2025,Qtr 3,August,6,"",Winter,XXL,27
Mango,Shoes,Brown,169.75,3,false,0,169.75,FB000289,2025,Qtr 3,August,6,"",Summer,L,5
Mango,Shoes,Brown,186.07,3,false,0,186.07,FB000565,2025,Qtr 3,August,6,"",Summer,M,41
Mango,Shoes,Brown,109.46,5,false,0,109.46,FB000566,2025,Qtr 3,August,6,"",Summer,XL,38
Mango,Shoes,Brown,39.89,4,false,58.6,96.36,FB000671,2025,Qtr 1,February,10,"",Spring,M,16
Mango,Shoes,Brown,109.15,3,false,0,109.15,FB001370,2024,Qtr 4,November,11,"",Spring,S,11
Mango,Shoes,Brown,152.95,2,false,5.7,162.19,FB001701,2025,Qtr 3,August,6,"",Winter,S,39
Mango,Shoes,Brown,143.27,3,false,0,143.27,FB001948,2025,Qtr 3,August,6,"",Winter,S,0
Mango,Shoes,Brown,80.41,3,false,0,80.41,FB002099,2025,Qtr 3,August,6,"",Fall,M,46
Mango,Shoes,Gray,154.92,3,false,8.8,169.87,FB001251,2025,Qtr 3,August,6,"",Winter,M,36
Mango,Shoes,Green,82.78,3,false,20.6,104.26,FB000430,2025,Qtr 3,August,6,"",Fall,L,31
Mango,Shoes,Green,131.25,2,false,0,131.25,FB000432,2025,Qtr 2,June,18,"",Spring,L,12
Mango,Shoes,Green,175.22,5,false,0,175.22,FB000682,2025,Qtr 3,August,6,"",Summer,S,8
Mango,Shoes,Green,65.18,2,false,30.8,94.19,FB000803,2025,Qtr 3,August,6,"",Fall,S,31
Mango,Shoes,Green,70.56,3,false,23.6,92.35,FB000965,2024,Qtr 4,November,28,"",Spring,XXL,32
Mango,Shoes,Navy,72.59,5,false,54.1,158.15,FB000476,2025,Qtr 3,August,6,"",Summer,M,36
Mango,Shoes,Navy,103.11,3,false,11.4,116.38,FB001323,2025,Qtr 3,August,6,"",Fall,S,15
Mango,Shoes,Navy,71.46,4,false,0,71.46,FB001410,2025,Qtr 3,August,6,"",Fall,S,2
Mango,Shoes,Navy,185.96,2,false,0,185.96,FB001681,2025,Qtr 3,August,6,"",Summer,M,35
Mango,Shoes,Pink,102.55,5,false,30.3,147.13,FB000047,2025,Qtr 3,August,6,"",Summer,L,13
Mango,Shoes,Pink,152.6,3,false,20,190.75,FB000178,2025,Qtr 3,August,6,"",Fall,XXL,47
Mango,Shoes,Pink,124.26,4,false,0,124.26,FB000480,2024,Qtr 3,August,8,"",Spring,S,44
Mango,Shoes,Pink,154.82,5,false,0,154.82,FB001118,2025,Qtr 3,August,6,"",Fall,S,10
Mango,Shoes,Pink,151.35,3,false,0,151.35,FB001373,2025,Qtr 3,August,6,"",Fall,S,18
Mango,Shoes,Pink,75.95,3,false,0,75.95,FB001406,2025,Qtr 3,August,6,"",Summer,L,14
Mango,Shoes,Pink,155.85,4,false,0,155.85,FB001436,2025,Qtr 3,August,6,"",Fall,XL,1
Mango,Shoes,Pink,80.6,4,false,56.4,184.87,FB001958,2025,Qtr 3,August,6,"",Summer,S,10
Mango,Shoes,Purple,138.69,3,false,0,138.69,FB000418,2024,Qtr 4,December,2,"",Spring,M,0
Mango,Shoes,Purple,101.14,3,false,0,101.14,FB001014,2025,Qtr 3,August,6,"",Winter,XL,43
Mango,Shoes,Purple,64.94,5,false,0,64.94,FB001426,2025,Qtr 3,August,6,"",Winter,L,32
Mango,Shoes,Red,32.35,2,false,50.7,65.61,FB000779,2025,Qtr 3,August,6,"",Winter,S,23
Mango,Shoes,Red,169.47,4,false,9.6,187.47,FB001201,2025,Qtr 3,August,6,"",Summer,M,28
Mango,Shoes,Red,186.53,3,false,0,186.53,FB001474,2025,Qtr 3,August,6,"",Summer,L,31
Mango,Shoes,Red,52.59,3,true,33.7,79.32,FB000591,2025,Qtr 3,August,6,Size Issue,Fall,S,38
Mango,Shoes,White,70.04,3,false,0,70.04,FB000343,2025,Qtr 3,August,6,"",Fall,M,12
Mango,Shoes,White,50,4,false,39.8,83.05,FB000363,2025,Qtr 3,August,6,"",Winter,L,5
Mango,Shoes,White,97.9,2,false,0,97.9,FB001656,2025,Qtr 3,August,6,"",Summer,S,29
Mango,Shoes,White,178.7,2,false,6.3,190.71,FB002141,2025,Qtr 3,August,6,"",Summer,M,1
Uniqlo,Shoes,Beige,152.53,5,false,0,152.53,FB000320,2024,Qtr 4,November,21,"",Spring,S,24
Uniqlo,Shoes,Black,75.36,3,false,0,75.36,FB000004,2025,Qtr 3,July,7,"",Spring,XL,48
Uniqlo,Shoes,Black,93.06,5,false,42.7,162.41,FB000198,2025,Qtr 3,August,6,"",Fall,L,22
Uniqlo,Shoes,Black,71.44,4,false,0,71.44,FB000277,2025,Qtr 3,August,6,"",Summer,S,45
Uniqlo,Shoes,Black,93.35,3,false,35.7,145.18,FB000420,2025,Qtr 3,August,6,"",Summer,S,25
Uniqlo,Shoes,Black,124.2,1,false,0,124.2,FB000562,2024,Qtr 3,August,28,"",Spring,L,24
Uniqlo,Shoes,Black,146.43,3,false,0,146.43,FB001249,2025,Qtr 3,August,6,"",Fall,XXL,7
Uniqlo,Shoes,Black,116.76,3,false,0,116.76,FB002078,2025,Qtr 3,August,6,"",Summer,XL,13
Uniqlo,Shoes,Black,140.39,3,false,19.2,173.75,FB002155,2025,Qtr 3,August,6,"",Summer,S,38
Uniqlo,Shoes,Black,93.42,3,true,15.7,110.82,FB000734,2025,Qtr 3,August,6,Size Issue,Summer,S,43
Uniqlo,Shoes,Blue,146.98,4,false,0,146.98,FB000012,2025,Qtr 3,August,6,"",Winter,S,2
Uniqlo,Shoes,Blue,74.54,4,false,0,74.54,FB000484,2024,Qtr 4,November,7,"",Spring,S,4
Uniqlo,Shoes,Blue,154.82,3,false,0,154.82,FB001274,2025,Qtr 3,August,6,"",Summer,S,31
Uniqlo,Shoes,Blue,127.99,3,false,0,127.99,FB001386,2025,Qtr 3,August,6,"",Winter,S,14
Uniqlo,Shoes,Blue,195.83,3,false,0,195.83,FB001887,2025,Qtr 3,August,6,"",Summer,L,14
Uniqlo,Shoes,Blue,88.42,4,true,0,88.42,FB000597,2025,Qtr 3,August,6,Damaged,Winter,XL,44
Uniqlo,Shoes,Blue,100.39,4,true,0,100.39,FB001126,2025,Qtr 1,March,7,Quality Issue,Spring,XL,24
Uniqlo,Shoes,Brown,167.27,4,false,0,167.27,FB001313,2025,Qtr 3,August,6,"",Fall,XXL,9
Uniqlo,Shoes,Brown,111.03,2,false,44.3,199.33,FB001506,2024,Qtr 4,November,20,"",Spring,L,19
Uniqlo,Shoes,Brown,121.33,5,false,0,121.33,FB001753,2025,Qtr 3,August,6,"",Summer,M,30
Uniqlo,Shoes,Brown,178.05,3,false,0,178.05,FB002064,2025,Qtr 1,March,8,"",Spring,L,24
Uniqlo,Shoes,Gray,65.5,2,false,3.3,67.74,FB000441,2025,Qtr 3,August,6,"",Winter,L,23
Uniqlo,Shoes,Gray,142.83,4,false,0,142.83,FB001085,2025,Qtr 3,August,6,"",Fall,S,25
Uniqlo,Shoes,Gray,77.92,4,false,25.8,105.01,FB001424,2025,Qtr 3,August,6,"",Fall,XL,17
Uniqlo,Shoes,Gray,132.08,2,false,10.9,148.24,FB001634,2024,Qtr 3,August,27,"",Spring,S,44
Uniqlo,Shoes,Gray,141.29,3,false,14.3,164.86,FB001742,2025,Qtr 1,March,14,"",Spring,S,7
Uniqlo,Shoes,Gray,76.3,3,false,0,76.3,FB001995,2025,Qtr 3,July,3,"",Spring,M,35
Uniqlo,Shoes,Green,138.41,4,false,0,138.41,FB001138,2024,Qtr 4,November,17,"",Spring,M,40
Uniqlo,Shoes,Green,106.37,2,false,0,106.37,FB001318,2025,Qtr 3,August,6,"",Summer,L,30
Uniqlo,Shoes,Green,119.78,3,false,0,119.78,FB001362,2025,Qtr 2,June,10,"",Spring,S,40
Uniqlo,Shoes,Green,102.95,4,false,0,102.95,FB001933,2025,Qtr 3,August,6,"",Winter,XXL,38
Uniqlo,Shoes,Green,73.65,2,true,38.1,118.98,FB001063,2025,Qtr 3,August,6,Color Mismatch,Winter,S,36
Uniqlo,Shoes,Green,66.6,3,true,17.4,80.63,FB001726,2025,Qtr 3,August,6,Damaged,Summer,XXL,6
Uniqlo,Shoes,Navy,99.44,2,false,6.4,106.24,FB000091,2024,Qtr 3,September,9,"",Spring,S,50
Uniqlo,Shoes,Navy,61.08,3,true,0,61.08,FB000121,2025,Qtr 3,August,6,Changed Mind,Fall,XXL,27
Uniqlo,Shoes,Pink,80.62,4,false,47.6,153.85,FB000244,2025,Qtr 3,August,6,"",Summer,XXL,12
Uniqlo,Shoes,Pink,126.23,3,false,0,126.23,FB000544,2025,Qtr 3,August,6,"",Fall,L,48
Uniqlo,Shoes,Pink,75.87,2,false,12.6,86.81,FB000688,2025,Qtr 3,August,6,"",Summer,S,6
Uniqlo,Shoes,Pink,60.38,3,false,0,60.38,FB000831,2025,Qtr 2,April,29,"",Spring,L,0
Uniqlo,Shoes,Pink,112.77,5,false,0,112.77,FB000937,2025,Qtr 3,August,6,"",Winter,XXL,11
Uniqlo,Shoes,Pink,199.14,3,false,0,199.14,FB000954,2025,Qtr 3,August,6,"",Fall,S,18
Uniqlo,Shoes,Purple,118.99,4,false,11.6,134.6,FB000427,2025,Qtr 3,August,6,"",Fall,L,47
Uniqlo,Shoes,Purple,169.89,2,false,0,169.89,FB000696,2025,Qtr 3,July,14,"",Spring,M,12
Uniqlo,Shoes,Purple,52.21,4,false,56,118.67,FB001734,2025,Qtr 2,April,26,"",Spring,XXL,27
Uniqlo,Shoes,Purple,103.9,3,false,0,103.9,FB002097,2025,Qtr 3,July,23,"",Spring,L,27
Uniqlo,Shoes,Red,189.32,3,false,0,189.32,FB002040,2025,Qtr 3,August,6,"",Fall,S,35
Uniqlo,Shoes,Red,71.29,5,true,0,71.29,FB000031,2025,Qtr 3,August,6,Quality Issue,Summer,S,37
Uniqlo,Shoes,Red,78.44,3,true,0,78.44,FB001993,2024,Qtr 3,September,20,Quality Issue,Spring,S,42
Uniqlo,Shoes,White,171.07,3,false,0,171.07,FB001277,2025,Qtr 3,August,6,"",Summer,S,25
Uniqlo,Shoes,White,154.13,5,true,0,154.13,FB000140,2024,Qtr 4,October,1,Size Issue,Spring,L,31
Zara,Shoes,Beige,62.76,5,false,0,62.76,FB000483,2025,Qtr 3,August,6,"",Summer,S,12
Zara,Shoes,Beige,102.61,3,false,20.8,129.56,FB002052,2025,Qtr 3,August,6,"",Winter,M,3
Zara,Shoes,Black,38.84,2,false,49.5,76.92,FB000093,2025,Qtr 3,August,6,"",Summer,S,7
Zara,Shoes,Black,140.28,2,false,0,140.28,FB001276,2025,Qtr 3,August,6,"",Summer,S,10
Zara,Shoes,Black,109.85,4,false,7.8,119.14,FB001649,2025,Qtr 3,August,6,"",Winter,L,20
Zara,Shoes,Black,51.82,4,false,24.2,68.37,FB001913,2025,Qtr 3,August,6,"",Fall,S,8
Zara,Shoes,Blue,137.16,4,false,0,137.16,FB001068,2025,Qtr 2,April,2,"",Spring,XL,34
Zara,Shoes,Blue,78.07,2,false,39.9,129.9,FB002117,2025,Qtr 3,August,6,"",Winter,XL,28
Zara,Shoes,Blue,114.84,3,true,0,114.84,FB001120,2025,Qtr 3,August,6,Color Mismatch,Winter,XL,38
Zara,Shoes,Brown,74.48,4,false,0,74.48,FB000240,2025,Qtr 3,August,6,"",Fall,L,24
Zara,Shoes,Brown,62.71,5,false,55.3,140.29,FB000374,2025,Qtr 3,August,6,"",Winter,S,5
Zara,Shoes,Brown,162.9,2,false,0,162.9,FB000889,2025,Qtr 3,August,6,"",Fall,L,30
Zara,Shoes,Brown,160.59,3,false,0,160.59,FB002126,2025,Qtr 3,August,6,"",Summer,S,8
Zara,Shoes,Gray,109.55,2,false,0,109.55,FB000638,2025,Qtr 3,August,6,"",Summer,L,32
Zara,Shoes,Gray,142.84,3,false,0,142.84,FB000988,2025,Qtr 1,February,14,"",Spring,S,36
Zara,Shoes,Gray,128.31,4,true,0,128.31,FB001113,2025,Qtr 3,August,6,Changed Mind,Winter,L,36
Zara,Shoes,Gray,112.1,2,true,0,112.1,FB001603,2025,Qtr 3,August,6,Color Mismatch,Winter,L,5
Zara,Shoes,Green,170.24,3,false,14.2,198.42,FB000039,2025,Qtr 3,August,6,"",Winter,S,10
Zara,Shoes,Green,120.28,2,false,17,144.92,FB000202,2025,Qtr 3,August,6,"",Summer,XL,32
Zara,Shoes,Green,135.39,4,false,0,135.39,FB000434,2025,Qtr 3,August,6,"",Winter,S,26
Zara,Shoes,Green,112.8,5,false,31.8,165.39,FB000511,2025,Qtr 3,August,6,"",Fall,S,9
Zara,Shoes,Green,133.52,3,false,0,133.52,FB001923,2024,Qtr 4,October,4,"",Spring,S,32
Zara,Shoes,Green,81.59,3,false,0,81.59,FB001964,2025,Qtr 3,August,6,"",Summer,L,5
Zara,Shoes,Green,78.6,4,false,7.4,84.88,FB002017,2025,Qtr 1,March,26,"",Spring,L,42
Zara,Shoes,Green,122.7,3,false,0,122.7,FB002162,2025,Qtr 3,August,6,"",Summer,L,9
Zara,Shoes,Navy,159.93,3,true,4.2,166.94,FB000435,2025,Qtr 3,August,6,Color Mismatch,Winter,XL,17
Zara,Shoes,Pink,129.85,4,false,0,129.85,FB000044,2025,Qtr 2,April,25,"",Spring,XL,36
Zara,Shoes,Pink,173.15,3,false,0,173.15,FB000795,2025,Qtr 3,August,6,"",Summer,XXL,45
Zara,Shoes,Pink,128.68,3,false,0,128.68,FB000955,2025,Qtr 3,August,6,"",Fall,M,8
Zara,Shoes,Purple,143.78,2,false,0,143.78,FB000033,2024,Qtr 4,October,16,"",Spring,XL,43
Zara,Shoes,Purple,191.96,3,false,0,191.96,FB000084,2025,Qtr 3,August,6,"",Summer,S,50
Zara,Shoes,Purple,117.85,4,false,0,117.85,FB000294,2024,Qtr 4,December,23,"",Spring,S,34
Zara,Shoes,Purple,140.17,4,false,0,140.17,FB001086,2025,Qtr 3,August,6,"",Fall,L,43
Zara,Shoes,Red,80.14,5,false,0,80.14,FB000296,2025,Qtr 1,March,31,"",Spring,XXL,10
Zara,Shoes,Red,145.4,2,false,0,145.4,FB000654,2025,Qtr 3,August,6,"",Summer,S,14
Zara,Shoes,Red,100.53,3,false,8.2,109.51,FB000876,2025,Qtr 3,August,6,"",Fall,S,12
Zara,Shoes,Red,67.88,5,false,44.1,121.43,FB001616,2025,Qtr 3,August,6,"",Summer,S,2
Zara,Shoes,Red,115.09,3,false,0,115.09,FB001806,2025,Qtr 3,August,6,"",Fall,L,10
Zara,Shoes,Red,124.56,3,false,0,124.56,FB001840,2025,Qtr 3,August,6,"",Summer,XL,18
Zara,Shoes,Red,78.46,4,false,31.1,113.88,FB001968,2025,Qtr 2,June,10,"",Spring,S,22
Zara,Shoes,Red,151.27,4,true,0,151.27,FB001679,2025,Qtr 3,August,6,Damaged,Fall,M,39
Zara,Shoes,White,158.77,3,false,10.7,177.79,FB001336,2025,Qtr 3,August,6,"",Summer,L,37
Zara,Shoes,White,158.29,2,false,0,158.29,FB001489,2025,Qtr 3,August,6,"",Winter,S,5
Zara,Shoes,White,72.29,3,false,0,72.29,FB001497,2025,Qtr 3,August,6,"",Winter,XL,0
Zara,Shoes,White,83.17,4,false,0,83.17,FB001596,2024,Qtr 3,September,3,"",Spring,S,48
Zara,Shoes,White,75.36,3,false,7.7,81.65,FB002110,2025,Qtr 3,August,6,"",Summer,L,23
Zara,Shoes,White,168.36,3,true,0,168.36,FB000165,2025,Qtr 3,August,6,Damaged,Winter,M,47
Zara,Shoes,White,105.72,3,true,43.4,186.78,FB001458,2024,Qtr 4,October,3,Damaged,Spring,S,42
Ann Taylor,Tops,Beige,36.78,3,false,46,68.11,FB000149,2025,Qtr 3,August,6,"",Summer,M,3
Ann Taylor,Tops,Beige,106.67,2,false,8.8,116.96,FB000208,2025,Qtr 2,April,29,"",Spring,XL,33
Ann Taylor,Tops,Beige,34.43,4,false,33.4,51.69,FB000496,2024,Qtr 3,August,7,"",Spring,L,36
Ann Taylor,Tops,Beige,57.27,4,false,2.1,58.5,FB000662,2025,Qtr 2,May,23,"",Spring,S,24
Ann Taylor,Tops,Beige,35.26,3,false,0,35.26,FB001456,2025,Qtr 3,August,6,"",Winter,XXL,47
Ann Taylor,Tops,Beige,41.37,2,false,27.5,57.06,FB001688,2024,Qtr 4,December,25,"",Spring,S,43
Ann Taylor,Tops,Beige,29.01,2,true,27.7,40.12,FB001304,2025,Qtr 3,August,6,Size Issue,Summer,XXL,29
Ann Taylor,Tops,Black,28.79,5,false,0,28.79,FB000176,2025,Qtr 3,August,6,"",Summer,XXL,4
Ann Taylor,Tops,Black,81.2,2,false,0,81.2,FB000192,2025,Qtr 3,August,6,"",Fall,S,3
Ann Taylor,Tops,Black,52.07,2,false,55,115.71,FB000455,2025,Qtr 3,August,6,"",Winter,XL,6
Ann Taylor,Tops,Black,30.46,2,false,0,30.46,FB000896,2025,Qtr 3,August,6,"",Summer,S,19
Ann Taylor,Tops,Black,97.17,3,false,0,97.17,FB001021,2025,Qtr 3,August,6,"",Summer,S,35
Ann Taylor,Tops,Blue,38.56,2,false,0,38.56,FB001425,2025,Qtr 2,May,30,"",Spring,XL,39
Ann Taylor,Tops,Blue,46.06,3,false,12.2,52.46,FB001574,2024,Qtr 4,December,19,"",Spring,S,39
Ann Taylor,Tops,Blue,60.92,3,true,0,60.92,FB001368,2025,Qtr 3,August,6,Quality Issue,Summer,L,25
Ann Taylor,Tops,Brown,95.55,5,false,0,95.55,FB001399,2025,Qtr 3,August,6,"",Summer,M,25
Ann Taylor,Tops,Brown,92.28,4,false,7.4,99.65,FB001854,2025,Qtr 3,August,6,"",Summer,S,31
Ann Taylor,Tops,Brown,40.28,4,false,0,40.28,FB002012,2025,Qtr 3,August,6,"",Fall,M,35
Ann Taylor,Tops,Gray,94.97,5,false,0,94.97,FB000151,2025,Qtr 3,August,6,"",Winter,XL,46
Ann Taylor,Tops,Gray,21.23,3,false,16.7,25.49,FB000211,2025,Qtr 2,May,23,"",Spring,S,32
Ann Taylor,Tops,Gray,86.87,4,false,24.3,114.76,FB001922,2025,Qtr 3,August,6,"",Fall,S,10
Ann Taylor,Tops,Gray,76.33,2,true,0,76.33,FB000925,2025,Qtr 3,August,6,Wrong Item,Summer,M,15
Ann Taylor,Tops,Green,78.86,5,false,0,78.86,FB000042,2025,Qtr 3,August,6,"",Summer,M,22
Ann Taylor,Tops,Green,38.9,5,false,0,38.9,FB001834,2025,Qtr 3,August,6,"",Summer,S,1
Ann Taylor,Tops,Green,36.04,3,true,49.7,71.66,FB001066,2025,Qtr 3,August,6,Color Mismatch,Summer,L,33
Ann Taylor,Tops,Green,32.91,3,true,56.1,74.96,FB002045,2025,Qtr 3,August,6,Wrong Item,Fall,M,16
Ann Taylor,Tops,Navy,102.35,4,false,0,102.35,FB000018,2025,Qtr 3,August,6,"",Winter,L,14
Ann Taylor,Tops,Navy,74.09,4,false,0,74.09,FB000466,2024,Qtr 3,September,7,"",Spring,S,35
Ann Taylor,Tops,Navy,103.96,4,false,0,103.96,FB000540,2025,Qtr 3,August,6,"",Winter,XL,23
Ann Taylor,Tops,Navy,94.3,3,false,0,94.3,FB000745,2025,Qtr 3,August,6,"",Fall,L,16
Ann Taylor,Tops,Navy,25.97,3,false,15.7,30.81,FB001174,2024,Qtr 3,September,19,"",Spring,XL,4
Ann Taylor,Tops,Navy,60.08,3,false,0,60.08,FB001478,2025,Qtr 3,August,6,"",Winter,L,26
Ann Taylor,Tops,Navy,79.33,4,true,0,79.33,FB000559,2025,Qtr 1,January,30,Changed Mind,Spring,S,10
Ann Taylor,Tops,Pink,38.5,4,false,0,38.5,FB000556,2025,Qtr 1,March,6,"",Spring,S,2
